"Map","Name","DeleteGuid","KeepGuid","Entry","X","Y","Z","ClusterSize","DeleteInBaseline","KeepInBaseline"
"870","Garrosh'ar Shredder","20372","8166478","66459","-645.69","-1648.8","15.62","3","1","1"
"870","Garrosh'ar Shredder","20373","8166451","66459","-687.16","-1543.02","3.01","3","1","1"
"870","Garrosh'ar Shredder","20376","8166450","66459","-563.62","-1667.96","11.68","3","1","1"
"870","Garrosh'ar Shredder","20377","8166522","66459","-728.7","-1740.57","28.33","3","1","1"
"870","Garrosh'ar Shredder","20378","8166490","66459","-636.38","-1707.59","15.81","3","1","1"
"870","Garrosh'ar Shredder","20379","8166447","66459","-541.7","-1670.18","10.48","3","1","1"
"870","Garrosh'ar Shredder","20380","8166427","66459","-548.58","-1644.58","12.53","3","1","1"
"870","Garrosh'ar Shredder","20381","8166481","66459","-677.75","-1660.92","16.95","3","1","1"
"870","Garrosh'ar Shredder","501077","20422","66327","-617.34","-1649.12","14.96","2","0","1"
"870","Garrosh'ar Shredder","501078","20421","66327","-595.78","-1679.54","12.05","2","0","1"
"870","Garrosh'ar Shredder","501104","20400","66397","-615.15","-1593.42","13.08","2","0","1"
"870","Garrosh'ar Shredder","501105","20399","66397","-595.76","-1728.97","8.37","2","0","1"
"870","Garrosh'ar Shredder","501108","20396","66397","-573.08","-1578.81","13.62","2","0","1"
"870","Garrosh'ar Shredder","501110","20394","66397","-564.44","-1721.71","8.7","2","0","1"
"870","Garrosh'ar Shredder","501112","20392","66397","-547.75","-1646.2","12.23","2","0","1"
"870","Garrosh'ar Shredder","501117","20387","66397","-617.93","-1697.76","13.18","2","0","1"
"870","Garrosh'ar Shredder","501120","20384","66327","-579.04","-1649.69","12.54","2","0","1"
"870","Garrosh'ar Shredder","501123","8166481","66459","-677.75","-1660.92","16.95","3","0","1"
"870","Garrosh'ar Shredder","501124","8166427","66459","-548.58","-1644.58","12.53","3","0","1"
"870","Garrosh'ar Shredder","501125","8166447","66459","-541.7","-1670.18","10.48","3","0","1"
"870","Garrosh'ar Shredder","501126","8166490","66459","-636.38","-1707.59","15.81","3","0","1"
"870","Garrosh'ar Shredder","501127","8166522","66459","-728.7","-1740.57","28.33","3","0","1"
"870","Garrosh'ar Shredder","501128","8166450","66459","-563.62","-1667.96","11.68","3","0","1"
"870","Garrosh'ar Shredder","501131","8166451","66459","-687.16","-1543.02","3.01","3","0","1"
"870","Garrosh'ar Shredder","501132","8166478","66459","-645.69","-1648.8","15.62","3","0","1"
"870","Garrosh'ar Shredder","501136","8166487","66459","-733.79","-1643.04","16.37","3","0","1"
"870","Garrosh'ar Shredder","501137","8166480","66459","-617.42","-1696.35","13.26","3","0","1"
"870","Garrosh'ar Shredder","501138","8166479","66459","-557.45","-1716.84","8.72","3","0","1"
"870","Garrosh'ar Shredder","501139","8166453","66459","-590.9","-1676.48","11.74","3","0","1"
"870","Garrosh'ar Shredder","501140","8166452","66459","-605.54","-1648.81","13.26","3","0","1"
"870","Garrosh'ar Shredder","501141","8166449","66459","-584.26","-1651.97","12.83","3","0","1"
"870","Garrosh'ar Shredder","501142","8166488","66459","-587.92","-1737.55","7.51","3","0","1"
"870","Gatrul'lon Curseweaver","505665","8166393","66267","-129.06","-1364.55","72.66","2","0","1"
"870","Gatrul'lon Flamecaller","505689","8166409","66268","-119.38","-1319.75","72.66","2","0","1"
"870","Gatrul'lon Flamecaller","505725","8166356","66268","-114.41","-1431.34","128.22","2","0","1"
"870","Gatrul'lon Flamecaller","505736","8166401","66268","-59.23","-1382.86","128.25","2","0","1"
"870","Gee Hung","517043","8180089","60232","-372.27","-649.52","118.02","2","0","1"
"870","General Nazgrim","503709","8165727","56339","1439.76","-549.97","352.27","2","0","1"
"870","General Nazgrim","506117","8162415","66656","3158.16","-898.14","324.78","2","0","1"
"870","General Purpose Bunny (DLA)","502143","8163595","55455","2894.87","-1677.67","254.21","2","0","1"
"870","General Purpose Bunny (DLA)","502146","8163597","58065","2897.03","-1706.2","251.83","2","0","1"
"870","General Purpose Bunny (DLA)","502157","8163600","55455","2894.3","-1622.09","249.7","2","0","1"
"870","General Purpose Bunny (DLA)","513836","8159427","55626","396.16","301.25","190.26","2","0","1"
"870","General Purpose Bunny (DLA)","513874","8159449","55626","362.48","382.05","188.25","2","0","1"
"870","General Purpose Bunny (DLA)","513876","8159463","55626","331.98","353.49","188.37","2","0","1"
"870","General Purpose Bunny (DLA)","513889","8159346","55626","268.79","237.06","167.55","2","0","1"
"870","General Purpose Bunny (DLA)","513894","8159348","55626","270.28","226.71","167.55","2","0","1"
"870","General Purpose Bunny (DLA)","513902","8159425","55626","380.24","292.04","189.82","2","0","1"
"870","General Purpose Bunny (DLA)","513903","8159374","55626","340.52","264.77","190.53","2","0","1"
"870","General Purpose Bunny (DLA)","513911","8159433","55626","405.17","361.18","187.32","2","0","1"
"870","General Purpose Bunny (DLA)","513920","8159437","55626","387.13","358.09","187.32","2","0","1"
"870","General Purpose Bunny (DLA)","516961","8157772","58065","565.86","-722.8","231.48","2","0","1"
"870","General Purpose Bunny (DLA)","517038","8158640","55626","-354.64","-632.34","118.44","3","0","1"
"870","General Purpose Bunny (DLA)","517475","8180208","58065","-679.25","-462.44","74.78","2","0","1"
"870","General Purpose Bunny (DLA)","517476","8180203","58065","-659.38","-391.22","82.32","2","0","1"
"870","General Purpose Bunny (DLA)","518620","8181318","55626","-1777.55","1054.54","-28.69","2","0","1"
"870","General Purpose Bunny (DLA)","518648","8181353","55626","-1803.95","1085.86","-29.44","2","0","1"
"870","General Purpose Bunny (DLA)","518653","8181354","55626","-1837.59","1073.35","-30.3","2","0","1"
"870","General Purpose Bunny (DLA)","518662","8181355","55626","-1822.6","1082.68","5.71","2","0","1"
"870","General Purpose Bunny (DLA)","518670","8181335","55626","-1836.71","1053.06","8.49","2","0","1"
"870","General Purpose Bunny (DLA)","518672","8181328","55626","-1793.45","1066.89","8.75","2","0","1"
"870","General Purpose Bunny (DLA)","518678","8181334","55626","-1838.1","1034.19","-30.55","2","0","1"
"870","General Purpose Bunny (DLA)","528566","8175823","58065","-1116.64","3150.4","5.02","2","0","1"
"870","General Purpose Bunny (DLA)","530313","8177476","55626","760","2962.41","223.88","2","0","1"
"870","General Purpose Bunny (DLA)","530866","8178539","55626","-58.26","3752.64","155.57","2","0","1"
"870","General Purpose Bunny (DLA)","530878","8178540","55626","-65.54","3744.87","156.29","2","0","1"
"870","General Purpose Bunny (DLA)","531774","8179465","55626","-1757.99","4437.41","36.2","2","0","1"
"870","General Purpose Bunny (DLA)","8180104","8158640","55626","-354.64","-632.34","118.44","3","1","1"
"870","General Purpose Bunny (Gigantic AOI) (DLA)","502105","8163560","65743","2908.24","-1800.11","237.62","2","0","1"
"870","General Purpose Bunny (Gigantic AOI) (DLA)","502110","8163557","65743","2883.02","-1833.38","237","2","0","1"
"870","General Purpose Bunny (Gigantic AOI) (DLA)","502126","8163535","65743","2708.7","-1942.53","216.79","2","0","1"
"870","General Purpose Bunny (Gigantic AOI) (DLA)","502129","8163552","65743","2766.55","-1916.52","218.26","2","0","1"
"870","General Purpose Bunny (Gigantic AOI) (DLA)","502135","8163556","65743","2824.32","-1931.05","218.96","2","0","1"
"870","General Purpose Bunny (Gigantic AOI) (DLA)","502137","8163559","65743","2895.84","-1929.27","214.43","2","0","1"
"870","General Purpose Bunny (JLR)","510146","8171561","60079","3569.6","1836.11","878.1","2","0","1"
"870","General Purpose Bunny JMF","510244","8171711","45979","3617.05","1267.11","751.97","2","0","1"
"870","General Purpose Bunny JMF","510287","8170789","45979","4528.94","431.95","21.18","2","0","1"
"870","General Purpose Bunny JMF","510305","8170790","45979","4455.96","444.65","20.76","2","0","1"
"870","General Purpose Bunny JMF","510309","8170822","45979","4427.63","359.68","26.12","2","0","1"
"870","General Purpose Bunny JMF","510352","8170786","45979","4474.93","471.55","21.54","2","0","1"
"870","General Purpose Bunny JMF (Ground)","508146","8169714","59394","2741.99","1676.32","646.17","2","0","1"
"870","General Purpose Bunny JMF (Ground)","508154","8169701","59394","2727.21","1696.27","646.47","2","0","1"
"870","General Purpose Bunny JMF (Ground)","508156","8169695","59394","2746.33","1741.2","644.79","2","0","1"
"870","General Purpose Bunny JMF (Ground)","508159","8169702","59394","2767.01","1706.34","647.65","2","0","1"
"870","General Purpose Bunny JMF (Ground)","508164","8169703","59394","2762.69","1685.55","646.95","2","0","1"
"870","General Purpose Bunny JMF (Ground)","509206","8170318","59394","2949.13","448.57","509.67","2","0","1"
"870","General Purpose Bunny JMF (Ground)","509219","8170314","59394","2960.07","382.58","506.09","2","0","1"
"870","General Purpose Bunny JMF (Ground)","509220","8170321","59394","3008.33","371.82","500.12","2","0","1"
"870","General Purpose Bunny JMF (Ground)","509231","8170315","59394","2911.93","439.42","507.25","2","0","1"
"870","General Purpose Bunny JMF (Ground)","509232","8170307","59394","2893.29","391.58","501.47","2","0","1"
"870","General Purpose Bunny JMF (Ground)","509238","8170324","59394","2980.15","441.18","509.85","2","0","1"
"870","General Purpose Bunny JMF (Ground)","509243","8170325","59394","2997","423.74","507.73","2","0","1"
"870","General Purpose Bunny JMF (Ground)","511312","8170102","59394","2356.75","581.53","493.29","2","0","1"
"870","General Purpose Bunny JMF (Ground)","511375","8170103","59394","2348.6","603.61","494.93","2","0","1"
"870","General Purpose Bunny JMF (Ground)","511511","8169384","59394","1957.51","1650.33","481.87","2","0","1"
"870","General Purpose Bunny JMF (Ground)","511512","8169385","59394","1950.58","1631.3","482.87","2","0","1"
"870","General Purpose Bunny JMF (Ground, Slow)","514163","8183517","73489","-279.29","-4696.64","7.47","2","0","1"
"870","General Purpose Bunny JMF (Ground, Slow)","514656","8183543","73489","-212.3","-4782.03","2.61","2","0","1"
"870","General Purpose Bunny JMF (Look 2 - Flying, Gigantic AOI)","514717","8158856","67237","-485.59","131.35","160.55","2","0","1"
"870","General Purpose Bunny JMF (Look 2 - Flying, Gigantic AOI)","514734","8158820","67237","-443.76","92.23","162.41","2","0","1"
"870","General Purpose Bunny JMF (Look 2, Huge AOI)","514699","8184059","72973","-657.04","-5772.81","64.34","2","0","1"
"870","General Purpose Bunny JMF (Look 2, Huge AOI)","514757","8184051","72973","-596.37","-5732.83","73.34","2","0","1"
"870","General Purpose Bunny JMF (Look 2, Huge AOI)","514763","8184591","72973","-514.5","-5861.21","90.3","2","0","1"
"870","General Purpose Bunny JMF (Look 2, Huge AOI)","514788","8184061","72973","-480.55","-5696.78","93.82","2","0","1"
"870","General Purpose Bunny JMF (Look 2, Huge AOI)","514798","8183994","72973","-438.7","-5591.41","94.13","2","0","1"
"870","General Purpose Bunny JMF (Look 2, Huge AOI)","515409","8184136","72973","-429.35","-5780.13","91.65","2","0","1"
"870","General Purpose Bunny JMF (Look 2, Huge AOI)","515487","8184133","72973","-384.23","-5681.67","94.82","2","0","1"
"870","General Purpose Bunny JMF (Look 2, Huge AOI)","515492","8184004","72973","-351.52","-5601.3","102.3","2","0","1"
"870","General Purpose Bunny ZTO","506199","8162737","62167","3132.76","-921.46","324.78","2","0","1"
"870","General Purpose Bunny ZTO","506269","8162630","62167","3189.41","-923.72","324.78","2","0","1"
"870","General Purpose Bunny ZTO","507614","8170294","55370","2740.98","365.6","509.24","2","0","1"
"870","General Purpose Bunny ZTO","507637","8170251","55370","2551.82","265.11","491.32","2","0","1"
"870","General Purpose Bunny ZTO","508869","8170415","55370","2770.38","923.86","568.6","2","0","1"
"870","General Purpose Bunny ZTO","508901","8170397","55370","2758.47","871.49","560.3","2","0","1"
"870","General Purpose Bunny ZTO","509953","8170597","62167","3770.89","538.04","639.09","2","0","1"
"870","General Purpose Bunny ZTO","510052","8170604","55370","3677.19","664.45","636.83","2","0","1"
"870","General Purpose Bunny ZTO","517561","8180710","62167","-1040.76","308.48","38.3","2","0","1"
"870","General Purpose Bunny ZTO","517589","8180658","62167","-1278.92","476.28","44.08","2","0","1"
"870","General Purpose Bunny ZTO","517593","8180706","62167","-1065.42","357.24","36.33","2","0","1"
"870","General Purpose Bunny ZTO","517602","8180694","62167","-1091.54","335.9","37.31","2","0","1"
"870","General Purpose Bunny ZTO","517632","8180637","62167","-1305.99","408.2","44.1","2","0","1"
"870","General Purpose Bunny ZTO","517687","8180607","62167","-1328.56","298.07","44.07","2","0","1"
"870","General Purpose Bunny ZTO","517696","8180641","62167","-1376.45","357.85","47.33","2","0","1"
"870","General Purpose Bunny ZTO","517746","8180395","55370","-1162.41","-223.42","37.72","2","0","1"
"870","General Purpose Bunny ZTO","527499","8177657","55370","117.75","3250.18","277.84","2","0","1"
"870","General Purpose Bunny ZTO","527514","8177635","55370","107.13","3198.56","274.93","2","0","1"
"870","General Purpose Bunny ZTO","527760","8177703","55370","683.49","3324.33","204.86","2","0","1"
"870","General Purpose Bunny ZTO","530301","8177496","55370","773.78","2988.23","262.71","2","0","1"
"870","General Purpose Bunny ZTO","530691","8178609","55370","101.56","3612.73","228.67","2","0","1"
"870","General Purpose Bunny ZTO","530764","8178597","55370","210.29","3642.11","261.16","2","0","1"
"870","General Purpose Bunny ZTO","530828","8178655","55370","-152.99","3529.41","112.73","2","0","1"
"870","General Purpose Bunny ZTO","570766","20334","55370","-662.15","-1466.17","130.31","2","0","1"
"870","General Purpose Bunny ZTO","570770","20330","62167","-677.55","-1475.91","130.2","2","0","1"
"870","General Purpose Bunny ZTO","570771","20329","62167","-662","-1480.1","130.2","2","0","1"
"870","General Purpose Bunny ZTO","570778","20322","62167","-688.35","-1472.92","130.21","2","0","1"
"870","General Purpose Bunny ZTO","570780","20320","62167","-647.28","-1483.47","130.32","2","0","1"
"870","General Purpose Bunny ZTO","570787","20313","62167","-703.66","-1468.91","130.53","2","0","1"
"870","General Purpose Bunny ZTO","570792","20308","62167","-688.08","-1500.18","131.46","2","0","1"
"870","General Purpose Bunny ZTO","570795","20305","62167","-705.25","-1497.45","134.45","2","0","1"
"870","General Purpose Bunny ZTO","570797","20303","62167","-717.97","-1421.71","134.77","2","0","1"
"870","General Purpose Bunny ZTO","570798","20302","62167","-739.51","-1503","134.77","2","0","1"
"870","General Purpose Pinpoint Bunny ZTO","517258","8160915","57285","-955.94","667.81","27.12","3","0","1"
"870","General Purpose Pinpoint Bunny ZTO","8180828","8160915","57285","-955.94","667.81","27.12","3","1","1"
"870","Generic Bunny","522505","8175113","59114","1849.04","2255.88","399.75","2","0","1"
"870","Generic Bunny","522509","8175004","59113","1901.99","2428.04","396.59","2","0","1"
"870","Generic Bunny","522510","8175005","59113","1899.39","2429.4","394.14","2","0","1"
"870","Generic Bunny","522511","8169495","59113","1832.51","2194.29","392.53","3","0","1"
"870","Generic Bunny","522518","8175112","59114","1855.35","2253.19","409.19","2","0","1"
"870","Generic Bunny","522519","8175141","59114","1825.32","2204.46","392.7","2","0","1"
"870","Generic Bunny","522520","8169494","59113","1835.39","2183.77","393.34","3","0","1"
"870","Generic Bunny","522522","8175050","59113","1824.36","2326.81","384.61","2","0","1"
"870","Generic Bunny","522535","8175003","59113","1801.94","2426.14","368.67","2","0","1"
"870","Generic Bunny","522546","8175151","59113","1723.02","2246.72","377.55","2","0","1"
"870","Generic Bunny","522684","8175175","59113","1625.92","2205.39","381.89","2","0","1"
"870","Generic Bunny","522687","8175195","59113","1579.9","2284.37","350.95","2","0","1"
"870","Generic Bunny","522691","8175194","59113","1607.03","2326.97","365.25","2","0","1"
"870","Generic Bunny","522713","8175285","59114","1560.58","2275.1","350.14","2","0","1"
"870","Generic Bunny","524838","8172029","59113","4051.34","5656.71","141.18","2","0","1"
"870","Generic Bunny","524868","8172011","59113","4040.49","5566.98","138.09","2","0","1"
"870","Generic Bunny","524904","8172077","59113","4045.44","5848.77","131.51","2","0","1"
"870","Generic Bunny","524952","8172047","59113","3988.2","5723.83","141.04","2","0","1"
"870","Generic Bunny","524953","8172049","59113","4002.79","5745.68","141.28","2","0","1"
